"I'll chase right after you; You are my golden snitch.","enchanted_book","Homestuck,Harry Potter - J. K. Rowling",English,4274,7/?,0,4,36,2,932,Explicit, 5 Jun 2014,"John Egbert,Dave Strider,Rose Lalonde,Kanaya Maryam,Vriska Serket,Jade Harley,Karkat Vantas","John Egbert/Dave Strider,Rose Lalonde/Kanaya Maryam,Jade Harley/Karkat Vantas","Underage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love Potion Mishaps","snowchildhero","Homestuck,Harry Potter - J. K. Rowling",English,2388,1/1,0,2,56,6,1243,Teen And Up Audiences,12 Jul 2013,"Cronus Ampora,Kankri Vantas,Aranea Serket","Cronus Ampora/Kankri Vantas,Cronus Ampora & Kankri Vantas","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Breaking Prisoner of Mockingjaystuck","IDRINKDEMONZBLOOD","Harry Potter - J. K. Rowling,Hunger Games Trilogy - Suzanne Collins,Twilight Series - Stephenie Meyer,Homestuck - Andrew Hussie",English,944,2/?,0,12,6,0,183,Explicit, 1 Dec 2014,"Harry Potter,Hermione Granger,Ron Weasley,Katniss Everdeen,Peeta Mellark,Gale Hawthorne,Bella Swan,Edward Cullen,Jacob Black,Karkat Vantas,Aradia Megido,Tavros Nitram,Sollux Captor,Nepeta Leijon,Kanaya Maryam,Terezi Pyrope,Gamzee Makara,Eridan Ampora,Feferi Peixes,John Egbert,Dave Strider,Rose Lalonde,Jade Harley,Dirk Strider,Jane Crocker,Roxy Lalonde,Jake English,Kankri Vantas,Damara Megido,Rufioh Nitram,Mituna Captor,Meulin Leijon,Porrim Maryam,Latula Pyrope,Aranea Serket,Horrus Zahhak,Kurloz Makara,Cronus Ampora,Meenah Peixes,OCs,Draco Malfoy,Vriska Serket","","Graphic Depictions Of Violence,Major Character Death,Rape/Non-Con,Underage",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Did I Hit You That Hard?","duchessofwraiths,OliviaRose","Homestuck,Harry Potter - J. K. Rowling",English,1388,2/?,0,0,15,2,482,Teen And Up Audiences, 5 May 2013,"Terezi Pyrope,Sollux Captor,Karkat Vantas,Aradia Megido,Eridan Ampora,Vriska Serket,The Condesce","Karkat Vantas/Terezi Pyrope,Sollux Captor/Aradia Megido,Eridan Ampora/Sollux Captor,Terezi Pyrope/Vriska Serket","No Archive Warnings Apply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Shitty Fanfic: The (meme)quel","KomaedaClear","Hunter X Hunter,Harry Potter - Fandom,DRAMAtical Murder,Neon Genesis Evangelion,Dangan Ronpa,Homestuck,Attack on Titan",English,349,1/1,0,0,5,0,137,General Audiences,25 Jul 2014,"Luna Lovegood,Aoba Seragaki,Dirk Strider,Yasuhiro Hagakure,Komaeda Nagito,Hinata Hajime,Ikari Shinji,Kaworu Nagisa,Eren Jaeger,Killua Zoldyck,Edward Elric","","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thirteen Years Later...","enchanted_book","Homestuck,Harry Potter - J. K. Rowling",English,465,1/?,0,0,7,0,148,Mature,28 May 2014,"John Egbert,Dave Strider,Rose Lalonde,Casey (Homestuck)","John Egbert/Dave Strider","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Killing Curse","VirenaSetiss","Harry Potter - J. K. Rowling,Homestuck,harry as a troll,Harry / Hermione - Pale,ignores horcruxes,prophecy still in place though",English,4012,3/?,0,0,10,4,339,Not Rated, 3 May 2014,"Harry Potter,Hermione Granger,Minerva McGonagall,Mrs Granger (Harry Potter)","","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beyond Lost Stars","TheLigeia,UndeadRelived","Harry Potter - J. K. Rowling,Homestuck,DCU",English,1373,1/?,0,0,2,0,66,Not Rated, 9 Jul 2014,"Tom Riddle | Voldemort,Rabastan Lestrange,Rodolphus Lestrange,Bellatrix Black Lestrange,Severus Snape,Fenrir Greyback,Lucius Malfoy,Death Eater(s)","","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With Honey","Ryo Hoshi (Hoshi_Ryo)","Homestuck,Harry Potter - J. K. Rowling",English,1265,1/1,0,8,28,4,502,General Audiences,30 Apr 2014,"Jane Crocker,Cronus Ampora,John Egbert","Jane Crocker & Cronus Ampora","No Archive Warnings Apply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heart's Desire","xXDBJonahXx","Homestuck,Harry Potter - J. K. Rowling",English,13551,2/?,0,2,14,3,384,Mature,17 Nov 2014,"Dave Strider,Davesprite,Dirk Strider,Karkat Vantas,Gamzee Makara,Sollux Captor,Rose Lalonde,Kanaya Maryam,John Egbert,Harry Potter,Hermione Granger,Ron Weasley,Draco Malfoy,Jade Harley,Jake English,Roxy Lalonde,Jane Crocker,Aradia Megido,Terezi Pyrope,Vriska Serket,Eridan Ampora,Fleur Delacour,Viktor Krum,Fred Weasley,George Weasley,Original Female Character(s)","Dirk Strider/Davesprite/Jake English - postbreakup,Rose Lalonde/Kanaya Maryam,Gamzee Makara & Karkat Vantas","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weightless Sin","vedinamel","Homestuck,Harry Potter - J. K. Rowling",English,2583,1/1,0,0,15,0,412,Mature,11 Jan 2014,"Rose Lalonde,Roxy Lalonde,Kanaya Maryam,Dave Strider,Dirk Strider","Rose Lalonde/Roxy Lalonde,Rose Lalonde/Kanaya Maryam,Roxy Lalonde/Jane Crocker (mentioned),Dave Strider/Dirk Strider","Creator Chose Not To Use Archive Warnings",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Free Story Beginnings (You can take any of these ideas for yourself)","MKwitch","Mirrormask,Alice in Wonderland (2010),Labyrinth (1986),Abarat Series - Clive Barker,ParaNorman (2012),Coraline (2009),Harry Potter - J. K. Rowling,Portal (Video Game),Homestuck,Batman - All Media Types,Rise of the Guardians (2012),Firefly,Repo! The Genetic Opera (2008),Sherlock,Ruby Gloom",English,8777,13/?,0,0,9,0,281,Teen And Up Audiences,16 Aug 2014,"Everyone.,literally everyone","","No Archive Warnings Apply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Potterstuck [Where A Crossover Becomes Homestuck]","TwinKats","Harry Potter - Fandom,Homestuck",English,3319,7/?,0,0,3,0,731,Teen And Up Audiences,26 Nov 2013,"James Potter,Frank Longbottom,Selene Lovegood,Lucius Malfoy,Gideon Prewett,Fabian Prewett,Arianna Dumbledore,Lily Evans,James Granger,Selene Malfoy,Lucius Liddel,Lily Prewett","","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spellstuck","snowchildhero","Homestuck,Harry Potter - J. K. Rowling",English,15970,7/?,0,21,89,27,2763,Teen And Up Audiences, 2 Sep 2013,"Aranea Serket,Kankri Vantas,Cronus Ampora,Eridan Ampora,Vriska Serket,Latula Pyrope,Mituna Captor","Cronus Ampora & Kankri Vantas,Cronus Ampora/Aranea Serket","Creator Chose Not To Use Archive Warnings",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halos and Angels","orphan_account","Harry Potter - J. K. Rowling,Homestuck",English,1690,1/1,1,3,13,2,163,Teen And Up Audiences, 8 Oct 2014,"Hermione Granger,Luna Lovegood","Hermione Granger & Luna Lovegood","No Archive Warnings Apply",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An Elf and a Wizard Walk into a Hair Salon...","Arenal","The Hobbit - All Media Types,The Lord of the Rings - All Media Types,Harry Potter - J. K. Rowling,Doctor Who,Homestuck,Sherlock (TV)",English,1120,1/1,0,8,105,11,2051,General Audiences, 3 Jan 2014,"Lucius Malfoy,Thranduil,The Doctor (Doctor Who),Karkat Vantas,Jim Moriarty","","No Archive Warnings Apply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If Arbitrary Hatreds Based on Colors Make You Feel at  Home I Guess Sure","maypop","Homestuck,Harry Potter - J. K. Rowling",English,451,1/1,0,0,16,1,1088,Teen And Up Audiences, 6 Aug 2011,"Dave Strider,Karkat Vantas,Kanaya Maryam,Rose Lalonde,Vriska Serket","","No Archive Warnings Apply",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the world on dreaming fed","curacere","Homestuck,Harry Potter - J. K. Rowling",English,2874,2/?,0,8,52,7,1399,General Audiences,15 Jun 2011,"Vriska Serket,Terezi Pyrope,Karkat Vantas,Sollux Captor,Jack Noir","","Creator Chose Not To Use Archive Warnings",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fly.by.night","xkotorix","Homestuck,Harry Potter - J. K. Rowling",English,332,2/?,0,2,5,0,9374,Teen And Up Audiences, 6 Nov 2013,"John Egbert,Karkat Vantas,Rose Lalonde,Kanaya Maryam,Jake English,Dirk Strider,Terezi Pyrope,Dave Strider","John Egbert/Karkat Vantas,Rose Lalonde/Kanaya Maryam,Jake English/Dirk Strider,Terezi Pyrope/Dave Strider","Creator Chose Not To Use Archive Warnings,Underage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Incomplete Serket","duchessofwraiths,OliviaRose","Homestuck,Harry Potter - J. K. Rowling",English,9289,10/?,0,8,23,3,595,Mature,25 Jul 2013,"Eridan Ampora","Terezi Pyrope/Vriska Serket,Terezi Pyrope/Karkat Vantas,Eridan Ampora/Vriska Serket,Eridan Ampora/Sollux Captor,Eridan Ampora & Karkat Vantas,Sollux Captor & Terezi Pyrope,Terezi Pyrope & Karkat Vantas","Rape/Non-Con,Underage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fandoms: A Common Enemy","Signless","Harry Potter - J. K. Rowling,Doctor Who,Pocket Monsters | Pokemon (Main Video Game Series),Homestuck,Sherlock (TV)",English,4438,6/6,0,1,12,0,476,Teen And Up Audiences,26 May 2014,"Sirius Black,The Doctor (Doctor Who),Voldemort,Daleks,Red,Ookido Green | Blue Oak,Yellow (Pokemon),Cybermen,John Egbert,Karkat Vantas,Sherlock Holmes,John Watson,Rose Lalonde,Dave Strider,Jade Harley,Vriska Serket,Eridan Ampora,Sollux Captor,Aradia Megido,Equius Zahhak,Jane Crocker,Dirk Strider,Roxy Lalonde,Jake English,Tavros Nitram,Nepeta Leijon,Kanaya Maryam,Terezi Pyrope,Gamzee Makara,Feferi Peixes,Harry Potter,Ron Weasley,Hermione Granger,Luna Lovegood,Ginny Weasley,Neville Longbottom,Weeping Angels","","Graphic Depictions Of Violence,Major Character Death",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
